Datetime,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S5(O3),T,RH,AH
2004-09-10 19:00:00,1218.25,1221.0,754.5,180.0,1290.0,29.199999809265,26.85000038147,1.0708955083854395
2004-09-10 20:00:00,1136.25,1081.75,823.5,159.0,1129.75,27.700000286102,30.050000190735,1.099106209896083
2004-09-10 21:00:00,1016.75,908.25,932.25,119.0,879.75,27.14999961853,31.02499961853,1.099064815962131
2004-09-10 22:00:00,1062.5,945.5,886.25,127.0,996.0,26.02499961853,33.375000953674,1.1070707260863177
2004-09-10 23:00:00,1083.25,950.5,879.5,131.0,1054.25,25.099999904633,35.724998474121,1.1222361943538233
2004-09-11 00:00:00,1077.0,994.0,829.25,101.0,1081.0,24.275000095367,38.525000572205,1.152509309168662
2004-09-11 01:00:00,968.25,823.25,951.5,,828.0,23.400000095367,40.675000190735,1.1550601147109685
2004-09-11 02:00:00,898.0,719.75,1059.0,,660.75,23.199999809265,41.200000762939,1.1560699093373625
2004-09-11 03:00:00,858.5,655.5,1126.0,,582.0,23.64999961853,40.47500038147,1.1666530227571177
2004-09-11 04:00:00,849.0,607.0,1188.5,,544.25,23.5,40.875000953674,1.167689145356545
2004-09-11 05:00:00,886.0,657.75,1100.75,,647.0,20.525000095367,48.39999961853,1.1556708024914881
2004-09-11 06:00:00,932.25,708.0,1057.25,,720.25,20.675000190735,48.400000572205,1.1662688681129212
2004-09-11 07:00:00,1143.75,1005.5,757.0,,1207.0,19.925000190735,50.799999237061,1.169374894561013
2004-09-11 08:00:00,1221.5,1083.25,728.5,,1273.25,21.324999809265,47.174999237061,1.1824918199541583
2004-09-11 09:00:00,1202.0,988.5,774.5,,1302.75,24.0,40.75,1.1993146078808459
2004-09-11 10:00:00,1322.75,1189.75,697.5,,1478.5,28.724999904633,30.324999332428,1.1768875727972243
2004-09-11 11:00:00,1219.25,1074.25,805.0,,1190.5,31.900000095367,24.674999713898,1.147681066206336
2004-09-11 12:00:00,1121.25,965.25,899.0,,931.75,33.800000190735,21.900000095367,1.1331409240186345
2004-09-11 13:00:00,1095.5,942.25,893.0,,826.0,32.699998855591,22.699999809265,1.1044460830387663
2004-09-11 14:00:00,1018.75,857.75,989.25,,631.25,32.975001335144,21.275000095367,1.0512029870106119
2004-09-11 15:00:00,1045.25,856.5,993.5,,598.25,33.875,21.150000095367,1.0989175137028302
2004-09-11 16:00:00,1146.5,958.75,872.0,,795.75,35.949999809265,20.324999809265,1.1845368169192227
2004-09-11 17:00:00,1144.5,971.0,882.5,,758.75,34.199999809265,22.625,1.1970098069105661
2004-09-11 18:00:00,1201.75,1039.75,814.75,,886.0,31.974999427795,27.299999713898,1.2751588574595278
2004-09-11 19:00:00,1283.25,1112.0,719.25,,1071.0,29.349999904633,32.574999332428,1.3104711315372566
2004-09-11 20:00:00,1148.25,928.5,815.25,,825.5,27.150000572205,38.02499961853,1.347040839400222
2004-09-11 21:00:00,1228.5,1011.5,743.25,,1102.75,26.125,41.074999809265,1.3704992352052514
2004-09-11 22:00:00,1287.25,1059.5,716.25,,1220.75,25.299999237061,44.550000190735,1.4160675178312179
2004-09-11 23:00:00,1285.25,1062.0,714.75,,1448.5,24.625,47.22500038147,1.442402322036847
2004-09-12 00:00:00,1250.75,1054.75,701.25,,1364.25,24.050000190735,48.824999809265,1.4412488533064156
2004-09-12 01:00:00,1120.25,899.75,810.5,,1110.75,23.574999809265,50.425000190735,1.446966771565898
2004-09-12 02:00:00,1107.5,916.75,796.5,,1129.25,22.02499961853,55.775000572205,1.4584523624332293
2004-09-12 03:00:00,961.0,758.5,942.75,,798.75,22.449999809265,53.60000038147,1.4378912699903812
2004-09-12 04:00:00,950.0,719.0,982.0,,770.5,21.60000038147,55.824999809265,1.4227899197452385
2004-09-12 05:00:00,900.5,608.0,1104.75,,645.5,21.75,55.150000572205,1.4183820226825539
2004-09-12 06:00:00,902.5,619.0,1111.25,,705.0,21.699999809265,55.35000038147,1.4192335835550465
2004-09-12 07:00:00,1024.25,757.0,923.0,,907.5,20.60000038147,59.824999809265,1.4350078212008188
2004-09-12 08:00:00,1092.75,837.25,829.5,,1046.75,22.050000190735,55.349999427795,1.4495214038341828
2004-09-12 09:00:00,1097.0,832.75,853.25,,1014.75,24.800000190735,48.224999427795,1.4882814304242138
2004-09-12 10:00:00,1126.25,829.5,852.5,,937.5,27.875,43.35000038147,1.6017368228541464
2004-09-12 11:00:00,1139.0,794.0,907.75,,849.25,30.125,38.549999237061,1.6211866559617627
2004-09-12 12:00:00,1178.25,831.75,858.0,,844.0,28.175000190735,48.550000190735,1.8252990576813182
2004-09-12 13:00:00,1243.25,882.5,745.25,,1036.25,24.824999809265,70.425001144409,2.176616311974383
2004-09-12 14:00:00,1017.0,680.0,995.75,,729.25,27.825000286102,49.425000190735,1.820917023126289
2004-09-12 15:00:00,1048.0,671.75,1050.0,,555.75,25.400000095367,59.949998855591,1.9168361162517678
2004-09-12 16:00:00,1254.0,839.66666666667,787.33333333333,,846.0,26.133333206177,66.833332061768,2.2310357155831864
2004-09-12 17:00:00,1287.25,910.5,796.25,,941.5,28.02499961853,53.150000572205,1.9809730385013868
2004-09-12 18:00:00,1215.25,899.5,823.25,,901.5,27.35000038147,51.35000038147,1.8403756235209603
2004-09-12 19:00:00,1363.25,1071.25,697.25,,1177.5,25.675000190735,55.849999427795,1.814883928588795
2004-09-12 20:00:00,1436.25,1224.25,609.0,,1426.25,24.574999809265,60.300000190735,1.8363080029023173
2004-09-12 21:00:00,1364.75,1142.75,655.25,,1393.5,24.22500038147,61.625,1.8381014289214577
2004-09-12 22:00:00,1505.5,1384.5,554.5,,1935.0,23.824999332428,63.5,1.8495094758660555
2004-09-12 23:00:00,1227.25,1055.25,705.25,,1359.5,23.049999713898,64.799999237061,1.8020409766015772
2004-09-13 00:00:00,1037.75,866.0,833.25,,1061.0,23.049999713898,63.250000953674,1.758936648619919
2004-09-13 01:00:00,934.25,743.5,970.25,,869.75,22.799999713898,63.349999427795,1.7355300764909165
2004-09-13 02:00:00,899.75,699.0,1036.25,,798.75,21.025000095367,68.550000190735,1.6873128524063739
2004-09-13 03:00:00,870.25,692.25,1069.75,,778.75,20.375000476837,70.724998474121,1.6733745324975609
2004-09-13 04:00:00,875.25,713.0,1026.75,,809.25,19.449999809265,73.424999237061,1.6417281444541172
2004-09-13 05:00:00,940.25,789.0,916.75,,914.0,19.474999904633,71.974998474121,1.6117766676994438
2004-09-13 06:00:00,1053.25,912.5,823.75,,1033.0,19.675000190735,70.25,1.5925485479918668
2004-09-13 07:00:00,1509.25,1507.5,533.25,,1572.25,20.375,66.650001525879,1.576958844949922
2004-09-13 08:00:00,1559.25,1599.0,498.0,,1703.5,21.824999809265,61.800000190735,1.5966234195447768
2004-09-13 09:00:00,1312.5,1230.5,625.5,,1455.0,22.974999904633,60.150000572205,1.6652337953958978
2004-09-13 10:00:00,1371.5,1251.0,608.75,138.0,1588.0,25.425000190735,52.974999427795,1.6963145315105512
2004-09-13 11:00:00,1320.25,1190.25,654.5,138.0,1481.5,29.97500038147,41.550000190735,1.7324413949305848
2004-09-13 12:00:00,1345.5,1245.75,639.25,138.0,1457.5,32.64999961853,34.775000095367,1.6872003562187723
2004-09-13 13:00:00,1307.0,1236.25,648.75,137.0,1356.25,32.150000572205,34.225001335144,1.614467785566472
2004-09-13 14:00:00,1156.5,1069.25,736.5,120.0,1099.75,32.050000190735,33.450000762939,1.5690417571109863
2004-09-13 15:00:00,1154.0,1025.5,773.0,208.0,1211.75,32.599999427795,31.75,1.5361148189279576
2004-09-13 16:00:00,1171.75,1144.75,734.5,128.0,1049.25,35.22500038147,25.199999809265,1.4111486231692827
2004-09-13 17:00:00,1240.75,1254.25,693.0,145.0,1148.5,34.299999237061,24.724999904633,1.315402923532689
2004-09-13 18:00:00,1378.75,1433.0,604.75,,1370.0,31.525000572205,29.949999809265,1.3638270294122148
2004-09-13 19:00:00,1570.25,1683.75,494.0,168.0,1716.0,29.02499961853,36.600001335144,1.4451588568768992
2004-09-13 20:00:00,1418.0,1471.0,542.25,177.0,1600.0,27.14999961853,42.200000762939,1.4949407459273611
2004-09-13 21:00:00,1317.25,1294.75,593.0,172.0,1591.5,26.074999809265,46.425000190735,1.5444710811866345
2004-09-13 22:00:00,1204.0,1135.75,648.25,112.0,1490.5,25.050000190735,49.425000190735,1.5480201563045144
2004-09-13 23:00:00,1014.25,853.25,842.5,39.0,1084.0,26.02499961853,46.35000038147,1.5374599883199846
2004-09-14 00:00:00,956.0,793.5,896.25,68.0,1006.5,24.72500038147,49.200000762939,1.5116481428945414
2004-09-14 01:00:00,891.25,707.5,1004.75,51.0,823.0,24.775000095367,48.974999427795,1.5091936401826973
2004-09-14 02:00:00,855.5,664.75,1061.25,,787.5,23.525000095367,52.550000190735,1.5034536022251
2004-09-14 03:00:00,863.25,703.0,1032.0,,791.0,20.75,62.149998664856,1.5044410732955382
2004-09-14 04:00:00,910.75,744.75,922.0,,924.0,19.925000190735,65.5,1.5077570225211216
2004-09-14 05:00:00,936.25,764.5,916.0,,941.0,20.60000038147,62.899998664856,1.508767076061247
2004-09-14 06:00:00,1086.5,963.75,774.25,,1103.0,21.349999904633,59.425000190735,1.4918078414673606
2004-09-14 07:00:00,1539.5,1498.0,519.25,,1657.0,21.97500038147,58.300000190735,1.519890303296453
2004-09-14 08:00:00,1513.25,1600.5,468.5,,1743.25,23.199999332428,55.449999809265,1.555924107704885
2004-09-14 09:00:00,1409.25,1322.25,561.75,,1600.5,26.5,50.22500038147,1.7130016955462193
2004-09-14 10:00:00,1219.0,1041.75,699.0,,1253.25,29.02499961853,45.525000572205,1.7975643548153197
2004-09-14 11:00:00,1285.75,1172.25,644.0,,1294.5,30.075000286102,41.97500038147,1.7601893692743302
2004-09-14 12:00:00,1228.25,1174.0,667.5,,1192.25,32.300001144409,35.874999046326,1.7066564729609446
2004-09-14 13:00:00,1140.25,1116.5,710.5,,1045.75,33.200000762939,33.77499961853,1.6899887902972046
2004-09-14 14:00:00,1051.75,906.25,831.5,,802.5,34.02499961853,33.574999809265,1.759129885017345
2004-09-14 15:00:00,1281.75,1107.0,681.5,,1116.25,29.900000095367,45.625,1.8942113886280971
2004-09-14 16:00:00,1377.5,1281.75,575.5,,1347.0,27.724999904633,53.699999809265,1.9669771970085694
2004-09-14 17:00:00,1505.75,1471.0,517.5,,1529.5,28.0,52.675000190735,1.9604295195724513
2004-09-14 18:00:00,1310.25,1258.5,620.0,,1239.75,28.64999961853,48.174999237061,1.8615661608162941
2004-09-14 19:00:00,1204.0,1114.0,686.0,,1091.75,24.849999427795,61.60000038147,1.9066799901269869
2004-09-14 20:00:00,1071.25,841.5,873.0,,740.0,20.325000762939,77.175001144409,1.8204262820659685
2004-09-14 21:00:00,966.75,719.0,980.25,,669.5,19.650000095367,82.5,1.867391178032072
2004-09-14 22:00:00,946.75,688.5,1008.5,,639.75,20.574999809265,78.849998474121,1.8884801531627144
2004-09-14 23:00:00,1011.25,734.0,967.0,,917.5,19.199999809265,87.174999237061,1.919481490632172
2004-09-15 00:00:00,970.75,722.25,949.0,,803.75,20.450000286102,81.450000762939,1.9359587323333023
2004-09-15 01:00:00,885.5,627.25,1081.5,,693.5,21.449999809265,73.974998474121,1.8683461086737447
2004-09-15 02:00:00,908.25,657.25,1012.5,,795.5,20.525000095367,78.22500038147,1.8678171421129461
2004-09-15 03:00:00,901.0,651.5,1013.0,,803.5,20.700000286102,77.750001907349,1.876351023206162
2004-09-15 04:00:00,914.5,673.5,970.25,,829.0,20.52499961853,78.049999237061,1.8636384988594994
2004-09-15 05:00:00,939.75,711.5,960.75,,848.0,20.60000038147,76.175001144409,1.8271913542953209
2004-09-15 06:00:00,1047.75,890.5,791.0,,992.25,20.099999904633,77.449998855591,1.8020022139102843
2004-09-15 07:00:00,1297.6666666667,1181.3333333333,643.66666666667,,1255.6666666667,20.86666615804,73.300000508626,1.7869696428100057
2004-09-15 08:00:00,1487.25,1493.0,492.0,,1598.25,21.224999427795,72.27499961853,1.8007085308395594
2004-09-15 09:00:00,1327.0,1232.5,581.75,,1402.5,22.474999904633,68.89999961853,1.8511129843116891
2004-09-15 10:00:00,1362.75,1254.75,572.5,,1497.0,23.724999904633,64.524997711182,1.8682030512680423
2004-09-15 11:00:00,1392.75,1340.0,529.25,,1499.5,23.249999523163,68.375001907349,1.924342670646065
2004-09-15 12:00:00,1361.25,1324.0,540.25,,1549.0,23.5,69.225002288818,1.977572645234866
2004-09-15 13:00:00,1288.75,1216.5,599.0,,1373.75,24.075000286102,65.524998664856,1.9370872800291643
2004-09-15 14:00:00,1264.5,1184.25,619.0,,1269.75,24.174999713898,65.574999809265,1.9501190831273956
2004-09-15 15:00:00,1339.0,1256.75,579.0,,1360.0,24.575000286102,63.900000572205,1.9459383976749824
2004-09-15 16:00:00,1269.0,1214.5,608.25,,1295.5,26.275000095367,56.5,1.9018102873237577
2004-09-15 17:00:00,1299.25,1220.0,624.0,112.0,1319.0,26.925000190735,53.074999809265,1.855697517744701
2004-09-15 18:00:00,1546.0,1518.75,493.25,170.0,1648.75,26.525000095367,50.75,1.733440018432057
2004-09-15 19:00:00,1571.0,1592.75,469.25,173.0,1686.0,25.074999809265,55.824999809265,1.751054929941548
2004-09-15 20:00:00,1312.25,1299.25,579.75,135.0,1380.25,23.949999809265,58.875,1.7276063101621655
2004-09-15 21:00:00,1073.75,945.5,767.25,93.0,1079.0,23.14999961853,62.77499961853,1.7562039754671928
2004-09-15 22:00:00,1127.25,989.0,752.25,74.0,1096.0,22.099999904633,67.27499961853,1.767132197070977
2004-09-15 23:00:00,1040.25,923.0,769.0,69.0,1049.0,22.074999809265,66.499999046326,1.7441461036091819
2004-09-16 00:00:00,1060.25,924.5,772.0,109.0,1160.5,21.125,70.125,1.7365828792651692
2004-09-16 01:00:00,911.0,753.0,934.25,55.0,865.25,21.875,67.124999046326,1.7394367658353982
2004-09-16 02:00:00,853.0,623.25,1107.25,49.0,768.0,21.674999713898,67.424999237061,1.7262405401869592
2004-09-16 03:00:00,915.25,725.0,961.75,,845.0,20.150000095367,73.824998855591,1.7229122348320258
2004-09-16 04:00:00,896.75,738.25,935.5,42.0,843.0,19.125,76.049999237061,1.666822583279524
2004-09-16 05:00:00,975.75,839.5,844.0,50.0,963.75,19.400000095367,75.375,1.6801670910773403
2004-09-16 06:00:00,1065.75,982.25,740.0,53.0,1064.5,19.650000095367,74.35000038147,1.6829155733216759
2004-09-16 07:00:00,1434.5,1387.0,544.0,86.0,1467.25,19.900000572205,74.324998855591,1.7082881204921283
2004-09-16 08:00:00,1420.25,1429.75,512.0,81.0,1509.5,20.35000038147,72.800001144409,1.7198468153512678
2004-09-16 09:00:00,1365.25,1341.0,548.75,96.0,1517.5,21.599999904633,67.700000762939,1.7254433713405142
2004-09-16 10:00:00,1170.75,1083.0,694.5,96.0,1276.25,22.949999809265,59.074999809265,1.6330258463029552
2004-09-16 11:00:00,981.75,850.25,887.5,79.0,873.0,18.699999809265,73.10000038147,1.560789906885043
2004-09-16 12:00:00,1021.0,979.0,798.25,95.0,958.0,21.125,58.324998855591,1.4443664092089825
2004-09-16 13:00:00,1043.75,1039.25,770.5,127.0,1075.75,23.299999713898,47.050000190735,1.328135691251308
2004-09-16 14:00:00,1005.25,971.75,834.0,102.0,952.25,22.89999961853,47.925000190735,1.320841244259702
2004-09-16 15:00:00,1021.0,985.25,816.0,107.0,977.0,23.25,46.224999427795,1.3009541338718738
2004-09-16 16:00:00,1063.5,1048.25,772.25,110.0,1058.5,23.749999523163,45.35000038147,1.3149832491549545
2004-09-16 17:00:00,1166.75,1230.75,659.25,124.0,1199.0,23.77499961853,46.050000190735,1.3372706457988928
2004-09-16 18:00:00,1166.5,1263.25,640.25,113.0,1212.25,23.025000095367,49.299999237061,1.3689470966187098
2004-09-16 19:00:00,1164.0,1227.25,657.5,104.0,1192.75,21.89999961853,53.125,1.3787270100308957
2004-09-16 20:00:00,1092.25,1110.0,725.25,117.0,1105.25,21.325000286102,54.824999809265,1.3742473073444628
2004-09-16 21:00:00,997.0,955.0,845.0,94.0,925.5,21.174999713898,55.150000572205,1.3698869466860657
2004-09-16 22:00:00,966.0,963.5,857.5,,1230.5,21.425000667572,54.77499961853,1.3813310407355741
2004-09-16 23:00:00,969.0,921.5,906.0,,994.75,20.849999427795,57.174999237061,1.392450077457
2004-09-17 00:00:00,943.75,1005.25,874.25,109.0,1094.0,21.324999809265,55.750000953674,1.397433410838632
2004-09-17 01:00:00,833.75,816.5,1022.25,72.0,774.0,21.400000095367,52.125,1.3125151585177515
2004-09-17 02:00:00,796.0,667.25,1162.0,40.0,558.25,20.60000038147,56.625,1.3582501986554487
2004-09-17 03:00:00,776.75,584.5,1305.0,,510.0,20.025000095367,59.124999046326,1.3693533013229788
2004-09-17 04:00:00,751.5,520.5,1451.0,23.0,470.75,19.650000095367,61.924999237061,1.4016751184840064
2004-09-17 05:00:00,755.0,527.75,1472.25,24.0,471.0,19.625000476837,59.050001144409,1.334554045132818
2004-09-17 06:00:00,800.0,598.0,1336.25,41.0,528.75,19.800000667572,56.650000572205,1.2941051195282491
2004-09-17 07:00:00,1146.75,1135.75,736.5,99.0,1113.5,20.249999523163,55.550000190735,1.3043495495261086
2004-09-17 08:00:00,1036.0,964.5,854.25,91.0,986.75,19.699999809265,57.75,1.311182704117424
2004-09-17 09:00:00,925.75,845.25,978.5,81.0,850.75,20.199999809265,53.14999961853,1.2441945901594533
2004-09-17 10:00:00,961.0,881.0,931.5,95.0,901.0,21.97500038147,47.02499961853,1.2259492401182115
2004-09-17 11:00:00,950.5,925.5,902.0,113.0,948.75,23.5,41.599999427795,1.188400407225153
2004-09-17 12:00:00,962.0,940.25,889.25,89.0,855.0,22.750000476837,41.799999237061,1.1417201785518245
2004-09-17 13:00:00,1003.75,1004.25,831.75,88.0,911.25,23.449999809265,40.375000953674,1.1499686571003451
2004-09-17 14:00:00,893.25,827.5,988.0,81.0,672.0,23.199999809265,42.824999809265,1.2016672992735609
2004-09-17 15:00:00,989.5,955.75,871.75,82.0,825.75,23.625,43.199999809265,1.2433440245124376
2004-09-17 16:00:00,1071.25,1067.75,798.0,115.0,987.75,23.89999961853,40.800000190735,1.1936635784313485
2004-09-17 17:00:00,1139.5,1155.25,733.0,112.0,1104.5,23.60000038147,42.800000190735,1.2299966990044968
2004-09-17 18:00:00,1103.25,1142.75,740.5,116.0,1088.5,23.224999904633,43.275000572205,1.2161106987392005
2004-09-17 19:00:00,1081.5,1177.75,732.5,129.0,1076.75,22.75,42.500000953674,1.160839908498228
2004-09-17 20:00:00,991.0,977.0,872.25,110.0,922.75,22.275000095367,42.22500038147,1.120884009627773
2004-09-17 21:00:00,935.0,852.0,978.0,105.0,823.5,22.075000286102,42.974999427795,1.1271380606459356
2004-09-17 22:00:00,907.5,790.0,1046.25,90.0,717.0,22.150000095367,42.650000572205,1.1236790147371656
2004-09-17 23:00:00,927.33333333333,826.0,1021.3333333333,94.0,734.33333333333,22.13333384196,42.800000508626,1.1264997520038549
2004-09-18 00:00:00,936.25,844.0,977.5,96.0,776.0,22.125,43.500000953674,1.1443492893400669
2004-09-18 01:00:00,846.5,694.25,1152.75,70.0,593.75,21.474999904633,45.574999809265,1.1528052215660125
2004-09-18 02:00:00,811.75,663.75,1211.5,57.0,518.0,21.075000286102,44.47500038147,1.098048664949828
2004-09-18 03:00:00,804.25,615.75,1270.5,,496.25,20.425000190735,47.099999427795,1.1178007971545127
2004-09-18 04:00:00,792.5,635.5,1213.0,45.0,514.25,20.575000286102,45.89999961853,1.099318230856682
2004-09-18 05:00:00,774.75,609.0,1318.5,42.0,468.25,20.150000095367,46.699999809265,1.089874734646778
2004-09-18 06:00:00,835.25,690.25,1182.5,71.0,621.25,20.125,47.824999809265,1.1144275474516465
2004-09-18 07:00:00,913.25,829.75,979.5,82.0,757.25,20.0,50.700000762939,1.1724353986384974
2004-09-18 08:00:00,902.75,765.25,1034.75,81.0,712.0,20.674999713898,49.675000190735,1.1969918157165038
2004-09-18 09:00:00,982.25,895.0,892.0,89.0,858.75,24.300000190735,39.525000572205,1.1841811414008723
2004-09-18 10:00:00,924.75,837.5,949.0,83.0,727.75,25.400000095367,34.774998664856,1.111892821615732
2004-09-18 11:00:00,894.75,775.75,1024.25,82.0,639.5,26.550000190735,30.699999809265,1.0501370147474656
2004-09-18 12:00:00,930.0,837.5,956.5,78.0,679.5,27.674999713898,28.124999523163,1.027206405606989
2004-09-18 13:00:00,952.5,880.5,926.0,79.0,703.75,27.550000190735,28.699999809265,1.0406283771379283
2004-09-18 14:00:00,884.5,764.5,1017.25,78.0,619.0,27.574999809265,29.175000190735,1.0593881864434858
2004-09-18 15:00:00,903.25,778.5,1009.5,73.0,582.75,28.099999904633,28.624999523163,1.071534108928635
2004-09-18 16:00:00,927.0,780.5,994.25,73.0,593.75,29.14999961853,26.77499961853,1.064840835699481
2004-09-18 17:00:00,979.0,834.5,935.5,100.0,699.75,28.39999961853,28.349999904633,1.0798042642005932
2004-09-18 18:00:00,1049.5,946.5,831.5,122.0,912.0,26.624999523163,32.074999332428,1.1019910199648193
2004-09-18 19:00:00,1091.25,1037.25,769.5,132.0,1038.25,25.349999904633,35.325000762939,1.1261556707222098
2004-09-18 20:00:00,1040.25,945.5,826.5,116.0,952.0,24.700000286102,37.14999961853,1.1397295022864125
2004-09-18 21:00:00,997.0,879.0,885.25,109.0,887.25,23.474999427795,40.625,1.15881705656058
2004-09-18 22:00:00,1041.75,938.25,816.0,109.0,1004.0,22.824999809265,43.424999237061,1.1914511997976562
2004-09-18 23:00:00,1190.75,1054.75,706.75,116.0,1221.0,22.175000190735,47.85000038147,1.262580143500693
2004-09-19 00:00:00,1149.0,995.75,754.25,104.0,1176.5,21.325000286102,50.474999427795,1.2652098913484793
2004-09-19 01:00:00,972.5,861.5,850.25,81.0,957.25,20.575000286102,53.199999809265,1.2741553411317876
2004-09-19 02:00:00,940.25,822.5,890.5,64.0,852.5,19.625000476837,56.625,1.2797480328719837
2004-09-19 03:00:00,949.0,889.5,854.25,,884.25,18.799999713898,59.800000190735,1.2847093864418184
2004-09-19 04:00:00,829.75,698.75,1011.75,54.0,736.0,18.775000095367,59.474999427795,1.2757605814800776
2004-09-19 05:00:00,773.25,608.75,1169.0,35.0,590.0,19.27499961853,56.97500038147,1.2603091816841816
2004-09-19 06:00:00,811.0,644.25,1143.5,44.0,655.25,18.175000190735,60.800001144409,1.2567477420725441
2004-09-19 07:00:00,901.0,753.75,936.0,62.0,854.25,16.849999904633,66.825000762939,1.2720815720444816
2004-09-19 08:00:00,968.5,886.0,862.75,68.0,953.0,18.625,60.025000572205,1.275705881524318
2004-09-19 09:00:00,1026.5,932.5,806.0,85.0,1049.5,22.199999809265,47.97500038147,1.26778512955558
2004-09-19 10:00:00,1094.25,1001.5,754.5,110.0,1113.5,26.450000286102,35.72500038147,1.2148983007813232
2004-09-19 11:00:00,1083.0,983.5,783.5,115.0,1048.75,29.97500038147,28.5,1.188317196843995
2004-09-19 12:00:00,1098.0,1015.0,753.5,129.0,995.5,32.199999809265,24.72500038147,1.1696215522131126
2004-09-19 13:00:00,1058.5,1047.25,761.25,106.0,840.75,29.550000190735,28.574999332428,1.162814653117745
2004-09-19 14:00:00,1020.75,1008.75,770.5,87.0,768.5,29.849999904633,28.525000095367,1.1808898888069141
2004-09-19 15:00:00,925.0,768.0,987.25,70.0,541.25,31.125,26.125,1.1629972819457468
2004-09-19 16:00:00,1045.25,910.25,877.5,106.0,741.75,34.625,22.375,1.212043680659248
2004-09-19 17:00:00,1302.75,1316.75,630.5,151.0,1196.25,33.200000762939,25.425000190735,1.2721825551723438
2004-09-19 18:00:00,1253.5,1204.25,667.75,179.0,1337.75,29.950000286102,31.39999961853,1.3073642810286736
2004-09-19 19:00:00,1345.25,1306.25,586.75,188.0,1415.75,27.5,38.050000190735,1.3756473646542668
2004-09-19 20:00:00,1272.5,1158.75,644.5,187.0,1341.25,26.175000190735,42.525000572205,1.423044531140821
2004-09-19 21:00:00,1095.5,931.25,766.0,121.0,1019.0,24.674999713898,46.375,1.4206403654241437
2004-09-19 22:00:00,1076.75,920.25,778.0,99.0,935.0,23.625,49.974999427795,1.4383360460162598
2004-09-19 23:00:00,1083.5,928.75,751.0,100.0,1080.5,22.724999904633,53.64999961853,1.4631938703218847
2004-09-20 00:00:00,980.0,800.0,863.0,79.0,902.75,22.724999427795,53.774998664856,1.4666029213758307
2004-09-20 01:00:00,881.75,713.25,978.25,57.0,730.5,22.849999427795,53.049999237061,1.4577149553964721
2004-09-20 02:00:00,851.0,654.75,1051.25,43.0,624.75,21.374999523163,57.550000190735,1.4469260964264696
2004-09-20 03:00:00,818.75,596.5,1112.25,,613.25,19.949999809265,62.300000190735,1.43628903485513
2004-09-20 04:00:00,803.5,600.75,1122.0,50.0,646.0,19.525000095367,63.525001525879,1.426919121783771
2004-09-20 05:00:00,822.5,630.5,1090.25,47.0,670.5,20.22500038147,60.75,1.4242749730232143
2004-09-20 06:00:00,902.75,748.25,936.5,60.0,801.25,19.375,63.52499961853,1.4138507641234463
2004-09-20 07:00:00,1310.0,1343.5,573.25,91.0,1352.5,18.724999904633,65.64999961853,1.4038837032677367
2004-09-20 08:00:00,1435.75,1601.25,455.25,,1682.25,20.050000190735,60.625,1.4062398952174906
2004-09-20 09:00:00,1479.0,1490.25,493.75,159.0,1748.5,23.450000286102,49.699999809265,1.4155651347460916
2004-09-20 10:00:00,1285.25,1242.5,599.25,173.0,1582.0,26.424999713898,41.924999237061,1.4236573934457308
2004-09-20 11:00:00,1261.5,1257.75,597.0,174.0,1483.75,29.875,34.0,1.409560191577357
2004-09-20 12:00:00,1224.75,1226.5,642.75,165.0,1321.25,31.499999523163,30.825000762939,1.4016878009489955
2004-09-20 13:00:00,1161.75,1187.75,675.5,136.0,1125.25,30.199999809265,30.175000190735,1.274427427929395
2004-09-20 14:00:00,1103.0,1044.0,757.33333333333,125.0,966.66666666667,30.53333346049,29.299999872843,1.2612099509451662
2004-09-20 15:00:00,1119.75,1045.25,752.0,122.0,975.25,31.799999237061,27.400000095367,1.2672522092210965
2004-09-20 16:00:00,1168.75,1162.75,707.5,124.0,1024.5,34.27499961853,23.200000286102,1.2325578203365521
2004-09-20 17:00:00,1386.0,1522.25,559.5,184.0,1469.25,34.050000190735,23.025000095367,1.2080522736946675
2004-09-20 18:00:00,1425.5,1577.25,521.0,200.0,1647.75,30.525000572205,29.249999523163,1.258460437502026
2004-09-20 19:00:00,1476.25,1662.5,473.25,225.0,1784.5,28.14999961853,32.425000190735,1.2172976380293428
2004-09-20 20:00:00,1166.75,1282.25,633.25,168.0,1371.25,26.474999904633,31.675000190735,1.0787465914104835
2004-09-20 21:00:00,1032.25,1038.5,761.0,118.0,1070.75,24.75,33.72500038147,1.037719737561452
2004-09-20 22:00:00,1033.75,972.0,747.25,115.0,1117.75,23.875,38.074998855591,1.112283471496967
2004-09-20 23:00:00,985.5,885.0,834.75,94.0,930.75,22.974999904633,42.974999427795,1.189749305461398
2004-09-21 00:00:00,908.25,732.0,965.5,62.0,721.75,23.499999523163,44.650000572205,1.275530723140125
2004-09-21 01:00:00,891.25,713.5,957.25,68.0,773.0,22.25,47.700000762939,1.2643172396153437
2004-09-21 02:00:00,842.5,655.5,1042.0,50.0,664.75,22.125,49.775000572205,1.3094249490330965
2004-09-21 03:00:00,822.25,612.0,1093.5,,594.0,21.800000190735,51.449999809265,1.3272235379637438
2004-09-21 04:00:00,813.5,588.75,1118.75,36.0,564.75,20.824999809265,55.85000038147,1.3581163240410408
